Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A743802,Micah,06/23/2019 12:49:00 PM,06/23/2019 12:49:00 PM,Gregg Manor Road in Manor (TX),Stray,Normal,Dog,Neutered Male,6 years,German Shepherd Mix,Tricolor,Micah,06/23/2019 03:03:00 PM,06/23/2019 03:03:00 PM,02/17/2013,Dog,Neutered Male,6 years,German Shepherd Mix,Tricolor,0.0
A811209,*Pocahontas,12/30/2019 11:18:00 AM,12/30/2019 11:18:00 AM,6407 Springdale Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby,*Pocahontas,01/12/2020 04:04:00 PM,01/12/2020 04:04:00 PM,12/30/2017,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby,0.0
A757798,,09/06/2017 04:03:00 PM,09/06/2017 04:03:00 PM,8516 Brooksfield Drive in Austin (TX),Stray,Other,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black,,09/06/2017 02:00:00 PM,09/06/2017 02:00:00 PM,08/30/2017,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black,0.0
A672315,,02/07/2014 06:32:00 PM,02/07/2014 06:32:00 PM,S 1St And St Elmo in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund Mix,Black/Tan,,02/16/2014 07:13:00 PM,02/16/2014 07:13:00 PM,02/07/2012,Dog,Spayed Female,2 years,Dachshund Mix,Black/Tan,0.0
A743983,*Leilani,04/18/2017 12:44:00 PM,04/18/2017 12:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,White/Fawn,*Leilani,05/07/2017 02:21:00 PM,05/07/2017 02:21:00 PM,02/20/2014,Dog,Spayed Female,3 years,Labrador Retriever Mix,White/Fawn,0.0
A749207,*Puff,05/12/2017 11:05:00 AM,05/12/2017 11:05:00 AM,5600 Hudson St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White/Blue,*Puff,07/18/2017 08:56:00 AM,07/18/2017 08:56:00 AM,04/12/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue,0.0
A712602,Zeus,09/25/2015 02:35:00 PM,09/25/2015 02:35:00 PM,Thaxton Rd & Old Lockhart Hwy in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chinese Sharpei Mix,Tan/White,Zeus,10/15/2015 03:22:00 PM,10/15/2015 03:22:00 PM,09/25/2014,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Tan/White,0.0
A810907,*Leona,12/22/2019 02:37:00 PM,12/22/2019 02:37:00 PM,Hilldale Dr And Mlk in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Staffordshire Mix,Tricolor,*Leona,12/31/2019 04:52:00 PM,12/31/2019 04:52:00 PM,12/22/2018,Dog,Spayed Female,1 year,Staffordshire Mix,Tricolor,0.0
A743287,Shelby,02/07/2017 01:52:00 PM,02/07/2017 01:52:00 PM,Williamson (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Australian Shepherd Mix,Brown Merle,Shelby,02/09/2017 12:33:00 PM,02/09/2017 12:33:00 PM,06/07/2012,Dog,Spayed Female,4 years,Australian Shepherd Mix,Brown Merle,0.0
A746023,Roxy,03/28/2017 09:11:00 AM,03/28/2017 09:11:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Black/Tan Hound Mix,Black/Tan,Roxy,03/31/2017 12:18:00 PM,03/31/2017 12:18:00 PM,03/28/2016,Dog,Spayed Female,1 year,Black/Tan Hound Mix,Black/Tan,0.0
A688997,Goldie,03/12/2016 12:30:00 PM,03/12/2016 12:30:00 PM,12509 Terra Nova Ln in Austin (TX),Stray,Sick,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby/White,Goldie,03/14/2016 02:33:00 PM,03/14/2016 02:33:00 PM,09/27/2004,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby/White,1.0
A748168,,04/30/2017 12:25:00 PM,04/30/2017 12:25:00 PM,8500 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan,,05/04/2017 01:25:00 PM,05/04/2017 01:25:00 PM,10/30/2015,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan,0.0
A754203,,07/17/2017 12:50:00 PM,07/17/2017 12:50:00 PM,5801 Westminster Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,,07/21/2017 02:23:00 PM,07/21/2017 02:23:00 PM,07/17/2016,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,0.0
A795397,*Ruby,05/20/2019 11:30:00 AM,05/20/2019 11:30:00 AM,2503 East Side Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Longhair,Brown Tabby,*Ruby,06/22/2019 01:52:00 PM,06/22/2019 01:52:00 PM,04/16/2019,Cat,Spayed Female,2 months,Domestic Longhair,Brown Tabby,0.0
A697243,Safari,02/20/2015 12:54:00 PM,02/20/2015 12:54:00 PM,7103 E Meadowbend in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Brown/Blue,Safari,02/20/2015 05:17:00 PM,02/20/2015 05:17:00 PM,02/20/2012,Dog,Neutered Male,3 years,Pit Bull Mix,Brown/Blue,0.0
A791891,Lily,04/02/2019 03:22:00 PM,04/02/2019 03:22:00 PM,9219 Mckenzie in Travis (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,Lily,04/21/2019 05:30:00 PM,04/21/2019 05:30:00 PM,04/02/2018,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0.0
A783389,Binx,10/30/2018 09:00:00 AM,10/30/2018 09:00:00 AM,12034 Research { No Address Left} in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,Binx,11/03/2018 02:24:00 PM,11/03/2018 02:24:00 PM,05/01/2016,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,0.0
A800102,,07/16/2019 11:52:00 AM,07/16/2019 11:52:00 AM,8225 North Fm 620 in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Cold Water,Black,,07/20/2019 09:56:00 AM,07/20/2019 09:56:00 AM,07/16/2018,Other,Unknown,1 year,Cold Water,Black,1.0
A753657,Whisper,07/09/2017 02:27:00 PM,07/09/2017 02:27:00 PM,Travis (TX),Owner Surrender,Sick,Dog,Intact Female,2 months,Maltese/Miniature Poodle,Cream/White,Whisper,07/10/2017 10:40:00 AM,07/10/2017 10:40:00 AM,04/20/2017,Dog,Intact Female,2 months,Maltese/Miniature Poodle,Cream/White,0.0
A702217,,05/10/2015 08:48:00 PM,05/10/2015 08:48:00 PM,6307 Cameron Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd/Catahoula,Black/Brown Brindle,,05/17/2015 06:33:00 PM,05/17/2015 06:33:00 PM,03/04/2015,Dog,Spayed Female,2 months,German Shepherd/Catahoula,Black/Brown Brindle,0.0
A743643,,02/13/2017 11:17:00 PM,02/13/2017 11:17:00 PM,701 W 11Th St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,02/14/2017 07:47:00 AM,02/14/2017 07:47:00 AM,02/13/2016,Other,Unknown,1 year,Bat Mix,Brown,1.0
A748974,*Pirate,05/20/2017 12:14:00 PM,05/20/2017 12:14:00 PM,1810 Brackenridge St in Austin (TX),Stray,Normal,Cat,Neutered Male,7 months,Siamese Mix,Lynx Point,*Pirate,05/30/2017 12:00:00 AM,05/30/2017 12:00:00 AM,10/09/2016,Cat,Neutered Male,7 months,Siamese Mix,Lynx Point,0.0
A648634,*Deanna,10/17/2014 03:07:00 PM,10/17/2014 03:07:00 PM,Hays (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie/White,*Deanna,10/22/2014 04:48:00 PM,10/22/2014 04:48:00 PM,03/01/2011,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie/White,0.0
A673887,,03/04/2014 11:32:00 AM,03/04/2014 11:32:00 AM,7113 Dagon Dr in Austin (TX),Stray,Normal,Cat,Unknown,5 years,Domestic Shorthair Mix,Blue/White,,03/04/2014 01:59:00 PM,03/04/2014 01:59:00 PM,03/04/2009,Cat,Unknown,5 years,Domestic Shorthair Mix,Blue/White,0.0
A713674,Handsome Dan,10/10/2015 04:16:00 PM,10/10/2015 04:16:00 PM,400 Grove Blvd in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Border Collie Mix,Black/White,Handsome Dan,11/07/2015 03:03:00 PM,11/07/2015 03:03:00 PM,10/10/2013,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,0.0
A729992,*Asher,06/27/2016 07:34:00 AM,06/27/2016 07:34:00 AM,7906 Linden Rd in Travis (TX),Stray,Injured,Dog,Intact Male,2 months,Labrador Retriever/Australian Cattle Dog,Tan,*Asher,08/06/2016 03:39:00 PM,08/06/2016 03:39:00 PM,04/05/2016,Dog,Neutered Male,4 months,Labrador Retriever/Australian Cattle Dog,Tan,0.0
A787363,Firulais,01/11/2019 05:10:00 PM,01/11/2019 05:10:00 PM,7211 Colony Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Brown/Silver,Firulais,01/11/2019 06:59:00 PM,01/11/2019 06:59:00 PM,01/11/2017,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Brown/Silver,0.0
A759303,,09/30/2017 12:36:00 PM,09/30/2017 12:36:00 PM,1515 Wickersham in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,,10/23/2017 04:50:00 PM,10/23/2017 04:50:00 PM,08/24/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0.0
A766501,*Smokey,02/10/2018 02:12:00 PM,02/10/2018 02:12:00 PM,11905 Garden Grove Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 weeks,Border Collie/Australian Cattle Dog,Brown/White,*Smokey,03/30/2018 06:29:00 AM,03/30/2018 06:29:00 AM,01/26/2018,Dog,Neutered Male,2 months,Border Collie/Australian Cattle Dog,Brown/White,0.0
A674719,Bago,03/17/2014 02:35:00 PM,03/17/2014 02:35:00 PM,7500 S. Pleasant Valley Rd. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chow Chow Mix,Red/Black,Bago,03/23/2014 05:44:00 PM,03/23/2014 05:44:00 PM,03/23/2012,Dog,Neutered Male,2 years,Chow Chow Mix,Red/Black,0.0
A792078,*Mimi,04/05/2019 02:48:00 PM,04/05/2019 02:48:00 PM,6410 Distant View Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,*Mimi,06/29/2019 06:59:00 PM,06/29/2019 06:59:00 PM,04/05/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,0.0
A744926,Lulu,03/09/2017 06:03:00 PM,03/09/2017 06:03:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Labrador Retriever,Black/White,Lulu,03/14/2017 04:10:00 PM,03/14/2017 04:10:00 PM,09/09/2016,Dog,Spayed Female,6 months,Labrador Retriever,Black/White,0.0
A731914,,07/29/2016 11:24:00 AM,07/29/2016 11:24:00 AM,1400 Barbara Jordan Blvd in Austin (TX),Stray,Normal,Other,Unknown,1 year,Bat Mix,Black,,07/31/2016 09:39:00 AM,07/31/2016 09:39:00 AM,07/29/2015,Other,Unknown,1 year,Bat Mix,Black,1.0
A780209,,09/11/2018 12:45:00 PM,09/11/2018 12:45:00 PM,3401 Lynridge Drive in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Blue Tabby/Cream,,09/16/2018 12:21:00 PM,09/16/2018 12:21:00 PM,12/11/2017,Cat,Intact Female,9 months,Domestic Shorthair Mix,Blue Tabby/Cream,0.0
A678717,*Karen,05/12/2014 12:00:00 PM,05/12/2014 12:00:00 PM,High Sierra in Manor (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Brown Tabby/White,*Karen,06/22/2014 01:57:00 PM,06/22/2014 01:57:00 PM,04/05/2014,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White,0.0
A764527,,12/31/2017 03:54:00 PM,12/31/2017 03:54:00 PM,5800 Techni Center Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,,01/02/2018 01:49:00 PM,01/02/2018 01:49:00 PM,09/17/2017,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A675759,Oso,11/20/2015 05:37:00 PM,11/20/2015 05:37:00 PM,Austin (TX),Public Assist,Sick,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tan,Oso,11/21/2015 12:00:00 AM,11/21/2015 12:00:00 AM,03/31/2010,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tan,0.0
A733541,*Delilah,08/23/2016 05:16:00 PM,08/23/2016 05:16:00 PM,9816 Bundoran in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,*Delilah,08/30/2016 07:20:00 PM,08/30/2016 07:20:00 PM,08/23/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,0.0
A790687,Khal Drogo,03/14/2019 02:14:00 PM,03/14/2019 02:14:00 PM,7211 Northeast Drive in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Rat Terrier/Chihuahua Shorthair,Tricolor,Khal Drogo,03/18/2019 05:33:00 PM,03/18/2019 05:33:00 PM,08/14/2018,Dog,Neutered Male,7 months,Rat Terrier/Chihuahua Shorthair,Tricolor,0.0
A704877,,06/10/2015 10:41:00 AM,06/10/2015 10:41:00 AM,20751 Fm 969 in Travis (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,,06/11/2015 07:59:00 AM,06/11/2015 07:59:00 AM,06/10/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,1.0
A777077,,08/01/2018 11:14:00 AM,08/01/2018 11:14:00 AM,1810 East 39Th Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Tan/Cream,,08/01/2018 01:01:00 PM,08/01/2018 01:01:00 PM,06/01/2018,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Tan/Cream,0.0
A669844,J C,12/28/2013 01:55:00 PM,12/28/2013 01:55:00 PM,Wells Branch/ Heatherwilde in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Black/Brown,J C,01/01/2014 06:42:00 PM,01/01/2014 06:42:00 PM,06/28/2012,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Black/Brown,0.0
A757478,*Pearl,09/03/2017 11:32:00 AM,09/03/2017 11:32:00 AM,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,*Pearl,09/27/2017 07:19:00 PM,09/27/2017 07:19:00 PM,09/03/2016,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,1.0
A696212,Diablo,01/31/2015 11:05:00 AM,01/31/2015 11:05:00 AM,2000 Burton Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,13 years,Pomeranian Mix,White/Black,Diablo,02/02/2015 11:30:00 AM,02/02/2015 11:30:00 AM,02/02/2002,Dog,Neutered Male,13 years,Pomeranian Mix,White/Black,0.0
A736934,,10/19/2016 02:22:00 PM,10/19/2016 02:22:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie/White,,10/23/2016 12:35:00 PM,10/23/2016 12:35:00 PM,09/04/2016,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie/White,0.0
A750932,Chrysler,06/02/2017 04:06:00 PM,06/02/2017 04:06:00 PM,1900 Burton Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Brown Tabby/White,Chrysler,06/06/2017 05:18:00 PM,06/06/2017 05:18:00 PM,12/02/2007,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A707641,Coco Chanel,07/15/2015 02:40:00 PM,07/15/2015 02:40:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 years,Dachshund,Red,Coco Chanel,07/21/2015 12:00:00 AM,07/21/2015 12:00:00 AM,01/15/2007,Dog,Intact Female,8 years,Dachshund,Red,0.0
A795199,Angelina,05/17/2019 01:48:00 PM,05/17/2019 01:48:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Torbie,Angelina,10/21/2019 02:22:00 PM,10/21/2019 02:22:00 PM,05/17/2008,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Torbie,0.0
A739151,,11/28/2016 03:58:00 PM,11/28/2016 03:58:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair/Pomeranian,Black/Brown Brindle,,11/29/2016 12:00:00 AM,11/29/2016 12:00:00 AM,09/28/2016,Dog,Intact Male,2 months,Chihuahua Shorthair/Pomeranian,Black/Brown Brindle,0.0
A742364,Tanner,01/20/2017 03:07:00 PM,01/20/2017 03:07:00 PM,7605 Providence Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Tan,Tanner,01/26/2017 03:17:00 PM,01/26/2017 03:17:00 PM,01/20/2016,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan,0.0
A726389,,05/10/2016 01:33:00 PM,05/10/2016 01:33:00 PM,11208 Jordan Ln in Austin (TX),Stray,Normal,Cat,Unknown,2 days,Domestic Shorthair Mix,Calico,,05/10/2016 03:24:00 PM,05/10/2016 03:24:00 PM,05/08/2016,Cat,Unknown,2 days,Domestic Shorthair Mix,Calico,0.0
A720873,,02/16/2016 04:25:00 PM,02/16/2016 04:25:00 PM,Anderson Mill Rd And Villa Park Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Labrador Retriever Mix,White/Tan,,02/20/2016 09:14:00 PM,02/20/2016 09:14:00 PM,10/16/2015,Dog,Spayed Female,4 months,Labrador Retriever Mix,White/Tan,0.0
A760006,,10/11/2017 12:32:00 PM,10/11/2017 12:32:00 PM,1088 Park Plaza in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,,10/11/2017 05:52:00 PM,10/11/2017 05:52:00 PM,09/20/2017,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A705909,*Delta,06/22/2015 03:48:00 PM,06/22/2015 03:48:00 PM,7201 Levander in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Delta,07/18/2015 02:45:00 PM,07/18/2015 02:45:00 PM,04/22/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0.0
A645000,Molly,09/14/2016 12:59:00 PM,09/14/2016 12:59:00 PM,Decker Ln And Loyola in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Brown/White,Molly,09/14/2016 06:31:00 PM,09/14/2016 06:31:00 PM,01/02/2011,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Brown/White,0.0
A811417,King Kiro,01/03/2020 12:22:00 PM,01/03/2020 12:22:00 PM,4504 Dorsett Oaks Circle in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Blue Lacy Mix,Blue/White,King Kiro,01/03/2020 04:52:00 PM,01/03/2020 04:52:00 PM,01/03/2016,Dog,Neutered Male,4 years,Blue Lacy Mix,Blue/White,0.0
A774322,Koba,06/13/2018 03:03:00 PM,06/13/2018 03:03:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,Koba,08/26/2018 01:28:00 PM,08/26/2018 01:28:00 PM,06/13/2016,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,0.0
A672435,*Bosley,02/10/2014 10:40:00 AM,02/10/2014 10:40:00 AM,Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever/Staffordshire,Black/White,*Bosley,02/18/2014 05:31:00 PM,02/18/2014 05:31:00 PM,12/17/2013,Dog,Neutered Male,2 months,Labrador Retriever/Staffordshire,Black/White,0.0
A746500,Oakley,04/04/2017 08:55:00 AM,04/04/2017 08:55:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Blue/White,Oakley,04/14/2017 06:56:00 PM,04/14/2017 06:56:00 PM,04/04/2016,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Blue/White,0.0
A795708,,05/23/2019 03:43:00 PM,05/23/2019 03:43:00 PM,4102 Valley View Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,,06/05/2019 01:08:00 PM,06/05/2019 01:08:00 PM,03/26/2019,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,0.0
A668301,,12/01/2013 03:37:00 PM,12/01/2013 03:37:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Flat Coat Retriever Mix,Black,,12/01/2013 04:06:00 PM,12/01/2013 04:06:00 PM,12/01/2010,Dog,Spayed Female,3 years,Flat Coat Retriever Mix,Black,0.0
A799712,*Fitz,07/11/2019 11:03:00 AM,07/11/2019 11:03:00 AM,6607 South Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Catahoula/Labrador Retriever,Black/White,*Fitz,08/16/2019 11:31:00 AM,08/16/2019 11:31:00 AM,01/11/2019,Dog,Neutered Male,7 months,Catahoula/Labrador Retriever,Black/White,0.0
A808024,,11/03/2019 07:53:00 AM,11/03/2019 07:53:00 AM,12034 Research Blvd in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Medium Hair,Tortie,,11/07/2019 02:13:00 PM,11/07/2019 02:13:00 PM,09/12/2019,Cat,Intact Female,1 month,Domestic Medium Hair,Tortie,0.0
A668142,Sox,12/09/2013 03:58:00 PM,12/09/2013 03:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Chocolate/White,Sox,12/11/2013 05:43:00 PM,12/11/2013 05:43:00 PM,10/05/2013,Dog,Spayed Female,2 months,Labrador Retriever Mix,Chocolate/White,0.0
A785057,,11/25/2018 05:16:00 PM,11/25/2018 05:16:00 PM,Hog Eye Lane And Decker Lake Road in Manor (TX),Stray,Normal,Dog,Intact Female,1 month,Border Terrier Mix,White/Brown,,11/26/2018 02:43:00 PM,11/26/2018 02:43:00 PM,10/10/2018,Dog,Intact Female,1 month,Border Terrier Mix,White/Brown,0.0
A764294,Tigre,12/27/2017 12:58:00 PM,12/27/2017 12:58:00 PM,10309 Hibbs Ln in Travis (TX),Stray,Normal,Dog,Intact Male,9 months,Plott Hound Mix,Brown Brindle,Tigre,12/29/2017 12:02:00 PM,12/29/2017 12:02:00 PM,03/15/2017,Dog,Intact Male,9 months,Plott Hound Mix,Brown Brindle,0.0
A700060,,04/06/2015 02:28:00 PM,04/06/2015 02:28:00 PM,4600 Rocking Chair Rd in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair Mix,Black,,04/07/2015 01:45:00 PM,04/07/2015 01:45:00 PM,04/06/2015,Cat,Unknown,1 day,Domestic Shorthair Mix,Black,0.0
A779197,,08/27/2018 12:37:00 PM,08/27/2018 12:37:00 PM,Austin (TX),Stray,Sick,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,,08/27/2018 12:00:00 AM,08/27/2018 12:00:00 AM,08/27/2016,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,0.0
A711709,,09/11/2015 11:40:00 AM,09/11/2015 11:40:00 AM,3702 Mims Cv in Austin (TX),Stray,Nursing,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black/White,,09/11/2015 12:41:00 PM,09/11/2015 12:41:00 PM,09/09/2015,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black/White,0.0
A708382,Kino,07/28/2015 04:13:00 PM,07/28/2015 04:13:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Belgian Malinois Mix,Tan/Black,Kino,08/04/2015 12:15:00 PM,08/04/2015 12:15:00 PM,07/27/2012,Dog,Neutered Male,3 years,Belgian Malinois Mix,Tan/Black,0.0
A678893,*Paul,05/13/2014 06:11:00 PM,05/13/2014 06:11:00 PM,9218 Balcones Club Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,*Paul,07/05/2014 04:19:00 PM,07/05/2014 04:19:00 PM,04/13/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A706864,*Daisy,07/04/2015 11:52:00 AM,07/04/2015 11:52:00 AM,Ih-35 And Wells Branch in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Kelpie Mix,Black/White,*Daisy,07/11/2015 04:11:00 PM,07/11/2015 04:11:00 PM,07/04/2013,Dog,Spayed Female,2 years,Australian Kelpie Mix,Black/White,0.0
A779457,*Juneau,09/01/2018 12:45:00 PM,09/01/2018 12:45:00 PM,7500 Uray Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Catahoula Mix,White/Brown Merle,*Juneau,09/09/2018 04:31:00 PM,09/09/2018 04:31:00 PM,09/01/2017,Dog,Neutered Male,1 year,Catahoula Mix,White/Brown Merle,0.0
A780847,Marcelo,09/21/2018 02:23:00 AM,09/21/2018 02:23:00 AM,East Howard Lane And Dessau Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Alaskan Husky Mix,Cream/White,Marcelo,09/26/2018 05:53:00 PM,09/26/2018 05:53:00 PM,09/21/2016,Dog,Neutered Male,2 years,Alaskan Husky Mix,Cream/White,0.0
A665325,,10/16/2013 02:39:00 PM,10/16/2013 02:39:00 PM,Teri Rd/S Pleasant Valley Dr in Austin (TX),Stray,Sick,Dog,Intact Female,3 months,Pit Bull Mix,Black/White,,10/16/2013 04:20:00 PM,10/16/2013 04:20:00 PM,07/16/2013,Dog,Intact Female,3 months,Pit Bull Mix,Black/White,0.0
A796299,,05/31/2019 11:24:00 AM,05/31/2019 11:24:00 AM,1912 East William Cannon Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico,,05/31/2019 01:51:00 PM,05/31/2019 01:51:00 PM,05/09/2019,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico,0.0
A671228,Oddy,01/21/2014 12:07:00 PM,01/21/2014 12:07:00 PM,4303 Shallowbrook Trl in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair/Rat Terrier,Brown/White,Oddy,01/25/2014 05:42:00 PM,01/25/2014 05:42:00 PM,01/21/2013,Dog,Neutered Male,1 year,Chihuahua Shorthair/Rat Terrier,Brown/White,0.0
