Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A815469,Remo,03/16/2020 12:28:00 PM,03/16/2020 12:28:00 PM,5400 Coventry Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Plott Hound,Black/Brown,Remo,03/17/2020 07:14:00 PM,03/17/2020 07:14:00 PM,03/17/2019,Dog,Intact Male,1 year,Plott Hound,Black/Brown,0.0
A815467,Spot,03/16/2020 10:59:00 AM,03/16/2020 10:59:00 AM,1143 Shady Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Maltese Mix,White/Gray,Spot,03/16/2020 12:24:00 PM,03/16/2020 12:24:00 PM,03/16/2013,Dog,Neutered Male,7 years,Maltese Mix,White/Gray,0.0
A815466,Rosie,03/16/2020 10:14:00 AM,03/16/2020 10:14:00 AM,2000 East Riverside Drive in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Beagle Mix,White/Red,Rosie,03/16/2020 02:34:00 PM,03/16/2020 02:34:00 PM,03/16/2018,Dog,Intact Female,2 years,Beagle Mix,White/Red,0.0
A815463,,03/16/2020 08:22:00 AM,03/16/2020 08:22:00 AM,9218 Balcones Club Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Calico,,03/18/2020 01:45:00 PM,03/18/2020 01:45:00 PM,03/04/2020,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico,0.0
A815462,,03/16/2020 08:22:00 AM,03/16/2020 08:22:00 AM,9218 Balcones Club Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Cream Tabby/White,,03/18/2020 01:44:00 PM,03/18/2020 01:44:00 PM,03/04/2020,Cat,Intact Female,2 weeks,Domestic Shorthair,Cream Tabby/White,0.0
A815461,,03/16/2020 08:22:00 AM,03/16/2020 08:22:00 AM,9218 Balcones Club Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Cream Tabby/White,,03/18/2020 01:44:00 PM,03/18/2020 01:44:00 PM,03/04/2020,Cat,Intact Female,2 weeks,Domestic Shorthair,Cream Tabby/White,0.0
A815460,,03/16/2020 08:22:00 AM,03/16/2020 08:22:00 AM,9218 Balcones Club Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby/White,,03/18/2020 01:43:00 PM,03/18/2020 01:43:00 PM,03/04/2020,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby/White,0.0
A815459,,03/16/2020 08:22:00 AM,03/16/2020 08:22:00 AM,9218 Balcones Club Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Calico,,03/18/2020 01:43:00 PM,03/18/2020 01:43:00 PM,03/04/2020,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico,0.0
A815458,,03/16/2020 08:22:00 AM,03/16/2020 08:22:00 AM,9218 Balcones Club Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,3 years,Domestic Shorthair,Calico,,03/18/2020 01:43:00 PM,03/18/2020 01:43:00 PM,03/16/2017,Cat,Intact Female,3 years,Domestic Shorthair,Calico,0.0
A815457,*Mustard,03/16/2020 08:01:00 AM,03/16/2020 08:01:00 AM,1701 Mill St in Austin (TX),Stray,Injured,Cat,Intact Female,3 months,Domestic Shorthair,Blue Tabby/Tortie,*Mustard,03/21/2020 01:38:00 PM,03/21/2020 01:38:00 PM,11/16/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Blue Tabby/Tortie,0.0
A815441,,03/15/2020 04:45:00 PM,03/15/2020 04:45:00 PM,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby,,03/15/2020 06:33:00 PM,03/15/2020 06:33:00 PM,03/12/2020,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby,0.0
A815440,,03/15/2020 04:45:00 PM,03/15/2020 04:45:00 PM,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby,,03/15/2020 06:33:00 PM,03/15/2020 06:33:00 PM,03/12/2020,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby,0.0
A815439,,03/15/2020 04:45:00 PM,03/15/2020 04:45:00 PM,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby,,03/15/2020 06:30:00 PM,03/15/2020 06:30:00 PM,03/12/2020,Cat,Intact Male,3 days,Domestic Shorthair,Brown Tabby,0.0
A815438,,03/15/2020 04:45:00 PM,03/15/2020 04:45:00 PM,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,3 days,Domestic Shorthair,Brown Tabby,,03/15/2020 06:28:00 PM,03/15/2020 06:28:00 PM,03/12/2020,Cat,Intact Female,3 days,Domestic Shorthair,Brown Tabby,0.0
A815435,*Naomi,03/15/2020 04:10:00 PM,03/15/2020 04:10:00 PM,1021 Kramer Lane in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Dachshund,Red/White,*Naomi,03/25/2020 07:25:00 AM,03/25/2020 07:25:00 AM,03/19/2019,Dog,Spayed Female,1 year,Dachshund,Red/White,0.0
A815429,Jake,03/15/2020 04:02:00 PM,03/15/2020 04:02:00 PM,2300 Ih35 in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Dachshund Wirehair Mix,Brown/White,Jake,03/24/2020 02:05:00 PM,03/24/2020 02:05:00 PM,03/15/2014,Dog,Neutered Male,6 years,Dachshund Wirehair Mix,Brown/White,0.0
A815427,Ash,03/15/2020 03:50:00 PM,03/15/2020 03:50:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,Ash,03/18/2020 01:36:00 PM,03/18/2020 01:36:00 PM,03/15/2018,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,0.0
A815424,,03/15/2020 03:01:00 PM,03/15/2020 03:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair,Tricolor,,03/16/2020 04:28:00 PM,03/16/2020 04:28:00 PM,01/20/2020,Dog,Intact Female,1 month,Chihuahua Shorthair,Tricolor,0.0
A815423,,03/15/2020 03:01:00 PM,03/15/2020 03:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair,Tricolor,,03/16/2020 06:12:00 PM,03/16/2020 06:12:00 PM,01/20/2020,Dog,Intact Male,1 month,Chihuahua Shorthair,Tricolor,0.0
A815419,,03/15/2020 12:53:00 PM,03/15/2020 12:53:00 PM,2211 Santa Rita Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Longhair,Tan,,03/20/2020 01:48:00 PM,03/20/2020 01:48:00 PM,03/15/2019,Dog,Intact Female,1 year,Chihuahua Longhair,Tan,0.0
A815418,,03/15/2020 12:53:00 PM,03/15/2020 12:53:00 PM,2211 Santa Rita Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan/White,,03/20/2020 01:48:00 PM,03/20/2020 01:48:00 PM,03/15/2019,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan/White,0.0
A815417,,03/15/2020 12:45:00 PM,03/15/2020 12:45:00 PM,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair,Black,,03/20/2020 11:19:00 AM,03/20/2020 11:19:00 AM,01/24/2020,Dog,Intact Female,1 month,Chihuahua Shorthair,Black,0.0
A815416,,03/15/2020 12:45:00 PM,03/15/2020 12:45:00 PM,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair,Brown/Black,,03/20/2020 11:19:00 AM,03/20/2020 11:19:00 AM,01/24/2020,Dog,Intact Female,1 month,Chihuahua Shorthair,Brown/Black,0.0
A815415,,03/15/2020 12:45:00 PM,03/15/2020 12:45:00 PM,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair,Black/White,,03/20/2020 11:19:00 AM,03/20/2020 11:19:00 AM,01/24/2020,Dog,Intact Female,1 month,Chihuahua Shorthair,Black/White,0.0
A815414,*Booties,03/15/2020 12:45:00 PM,03/15/2020 12:45:00 PM,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Tan/White,*Booties,03/24/2020 04:31:00 PM,03/24/2020 04:31:00 PM,03/15/2015,Dog,Spayed Female,5 years,Chihuahua Shorthair,Tan/White,0.0
A815412,*Twinkle,03/15/2020 12:45:00 PM,03/15/2020 12:45:00 PM,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Tan/White,*Twinkle,03/24/2020 04:31:00 PM,03/24/2020 04:31:00 PM,03/15/2015,Dog,Spayed Female,5 years,Chihuahua Shorthair,Tan/White,0.0
A815411,,03/15/2020 12:41:00 PM,03/15/2020 12:41:00 PM,15920 Stewart Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Calico,,03/27/2020 02:40:00 PM,03/27/2020 02:40:00 PM,03/15/2018,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Calico,0.0
A815409,Milo,03/15/2020 12:24:00 PM,03/15/2020 12:24:00 PM,Beard And Hendon in Austin (TX),Stray,Normal,Cat,Neutered Male,10 years,Domestic Shorthair,Orange Tabby,Milo,03/15/2020 05:44:00 PM,03/15/2020 05:44:00 PM,03/15/2010,Cat,Neutered Male,10 years,Domestic Shorthair,Orange Tabby,0.0
A815408,,03/15/2020 12:02:00 PM,03/15/2020 12:02:00 PM,1407 Desert Quail Lane in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Medium Hair,Black Smoke,,03/22/2020 12:59:00 PM,03/22/2020 12:59:00 PM,03/15/2018,Cat,Unknown,2 years,Domestic Medium Hair,Black Smoke,0.0
A815407,Pua,03/15/2020 12:02:00 PM,03/15/2020 12:02:00 PM,509 Montopolis in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Chihuahua Shorthair,Tan,Pua,03/20/2020 01:27:00 PM,03/20/2020 01:27:00 PM,03/15/2017,Dog,Intact Male,3 years,Chihuahua Shorthair,Tan,0.0
A815406,,03/15/2020 11:47:00 AM,03/15/2020 11:47:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black,,03/16/2020 04:32:00 PM,03/16/2020 04:32:00 PM,12/31/2019,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black,0.0
A815405,,03/15/2020 11:47:00 AM,03/15/2020 11:47:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White,,03/26/2020 12:06:00 PM,03/26/2020 12:06:00 PM,12/31/2019,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,0.0
A815403,,03/15/2020 11:47:00 AM,03/15/2020 11:47:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown/Black,,03/16/2020 04:32:00 PM,03/16/2020 04:32:00 PM,12/31/2019,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/Black,0.0
A815402,Clara,03/15/2020 11:53:00 AM,03/15/2020 11:53:00 AM,2509 Blue Meadow Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull,White/Black,Clara,03/17/2020 05:19:00 PM,03/17/2020 05:19:00 PM,09/17/2014,Dog,Spayed Female,5 years,Pit Bull,White/Black,0.0
A815401,Peaches,03/15/2020 11:15:00 AM,03/15/2020 11:15:00 AM,Lago Vista (TX),Owner Surrender,Normal,Bird,Unknown,1 year,Parakeet,White,Peaches,03/27/2020 06:59:00 AM,03/27/2020 06:59:00 AM,03/15/2019,Bird,Unknown,1 year,Parakeet,White,0.0
A815400,Midori,03/15/2020 11:15:00 AM,03/15/2020 11:15:00 AM,Lago Vista (TX),Owner Surrender,Normal,Bird,Unknown,1 year,Parakeet,Green/Yellow,Midori,03/27/2020 06:57:00 AM,03/27/2020 06:57:00 AM,03/15/2019,Bird,Unknown,1 year,Parakeet,Green/Yellow,0.0
A815398,,03/15/2020 10:21:00 AM,03/15/2020 10:21:00 AM,1624 West 6Th Street in Austin (TX),Public Assist,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Orange Tabby,,03/15/2020 01:14:00 PM,03/15/2020 01:14:00 PM,03/15/2019,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Orange Tabby,0.0
A815397,Tony,03/15/2020 09:54:00 AM,03/15/2020 09:54:00 AM,3500 Gonzalez in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Yorkshire Terrier/Scottish Terrier,Black/White,Tony,03/18/2020 11:25:00 AM,03/18/2020 11:25:00 AM,04/26/2019,Dog,Intact Male,10 months,Yorkshire Terrier/Scottish Terrier,Black/White,0.0
A815390,,03/14/2020 05:22:00 PM,03/14/2020 05:22:00 PM,Clifford Dr in Austin (TX),Stray,Nursing,Cat,Unknown,1 week,Domestic Shorthair,Black,,03/15/2020 03:13:00 PM,03/15/2020 03:13:00 PM,03/07/2020,Cat,Unknown,1 weeks,Domestic Shorthair,Black,0.0
A815388,,03/14/2020 05:18:00 PM,03/14/2020 05:18:00 PM,401 Alva in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Skunk,Black/White,,03/16/2020 10:29:00 AM,03/16/2020 10:29:00 AM,03/14/2018,Other,Unknown,2 years,Skunk,Black/White,1.0
A815378,Sparky,03/15/2020 11:16:00 AM,03/15/2020 11:16:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,American Foxhound,Tan/Black,Sparky,03/24/2020 01:47:00 PM,03/24/2020 01:47:00 PM,09/14/2017,Dog,Neutered Male,2 years,American Foxhound,Tan/Black,0.0
A815377,La Chiquita,03/16/2020 06:09:00 PM,03/16/2020 06:09:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair,Red/White,La Chiquita,03/23/2020 05:06:00 PM,03/23/2020 05:06:00 PM,03/14/2018,Dog,Spayed Female,2 years,Chihuahua Shorthair,Red/White,0.0
A815374,,03/14/2020 03:59:00 PM,03/14/2020 03:59:00 PM,101 Red River St in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat,Brown,,03/14/2020 04:18:00 PM,03/14/2020 04:18:00 PM,03/14/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815373,,03/14/2020 03:45:00 PM,03/14/2020 03:45:00 PM,1111 East 11Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black/White,,03/17/2020 06:30:00 PM,03/17/2020 06:30:00 PM,03/14/2019,Cat,Intact Male,1 year,Domestic Shorthair,Black/White,0.0
A815372,,03/14/2020 03:45:00 PM,03/14/2020 03:45:00 PM,1111 East 11Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black/White,,03/17/2020 06:30:00 PM,03/17/2020 06:30:00 PM,03/14/2019,Cat,Intact Male,1 year,Domestic Shorthair,Black/White,0.0
A815371,,03/14/2020 03:45:00 PM,03/14/2020 03:45:00 PM,1111 East 11Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black/White,,03/17/2020 06:30:00 PM,03/17/2020 06:30:00 PM,03/14/2019,Cat,Intact Male,1 year,Domestic Shorthair,Black/White,0.0
A815370,,03/14/2020 02:59:00 PM,03/14/2020 02:59:00 PM,4550 Mueller Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Wire Hair Fox Terrier,Tan,,03/18/2020 01:36:00 PM,03/18/2020 01:36:00 PM,01/14/2020,Dog,Intact Female,2 months,Wire Hair Fox Terrier,Tan,0.0
A815369,Pluto,03/14/2020 03:22:00 PM,03/14/2020 03:22:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Rottweiler,Brown/Black,Pluto,03/16/2020 04:19:00 PM,03/16/2020 04:19:00 PM,12/30/2019,Dog,Neutered Male,2 months,Rottweiler,Brown/Black,0.0
A815368,Boromir,03/14/2020 02:56:00 PM,03/14/2020 02:56:00 PM,Navasota Street And East Twelth Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever,Black/White,Boromir,03/14/2020 04:57:00 PM,03/14/2020 04:57:00 PM,03/14/2019,Dog,Neutered Male,1 year,Labrador Retriever,Black/White,0.0
A815367,Samwise,03/14/2020 02:56:00 PM,03/14/2020 02:56:00 PM,Navasota Street And East Twelth Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever,Black/White,Samwise,03/14/2020 04:56:00 PM,03/14/2020 04:56:00 PM,03/14/2019,Dog,Neutered Male,1 year,Labrador Retriever,Black/White,0.0
A815359,Myla,03/14/2020 01:55:00 PM,03/14/2020 01:55:00 PM,West 38Th Street And Bull Creek Road in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Standard Poodle/Golden Retriever,Red,Myla,03/14/2020 03:11:00 PM,03/14/2020 03:11:00 PM,03/14/2019,Dog,Spayed Female,1 year,Standard Poodle/Golden Retriever,Red,0.0
A815358,Diamond,03/14/2020 01:40:00 PM,03/14/2020 01:40:00 PM,820 Camino Vaquero Parkway in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Australian Cattle Dog,Black,Diamond,03/17/2020 01:15:00 PM,03/17/2020 01:15:00 PM,03/14/2010,Dog,Spayed Female,10 years,Australian Cattle Dog,Black,0.0
A815357,Chuy,03/14/2020 01:11:00 PM,03/14/2020 01:11:00 PM,6406 Capriola Drive in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Cocker Spaniel,Brown/White,Chuy,03/16/2020 12:02:00 PM,03/16/2020 12:02:00 PM,09/16/2009,Dog,Intact Male,10 years,Cocker Spaniel,Brown/White,0.0
A815356,Butters,03/14/2020 01:08:00 PM,03/14/2020 01:08:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Siamese,Flame Point,Butters,03/15/2020 05:37:00 PM,03/15/2020 05:37:00 PM,09/14/2019,Cat,Neutered Male,6 months,Siamese,Flame Point,0.0
A815352,,03/14/2020 01:10:00 PM,03/14/2020 01:10:00 PM,1309 Brains Meadow Cove in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Skunk,Black/White,,03/16/2020 10:28:00 AM,03/16/2020 10:28:00 AM,03/14/2018,Other,Unknown,2 years,Skunk,Black/White,1.0
A815351,Noah,03/14/2020 12:57:00 PM,03/14/2020 12:57:00 PM,539 West Oltorf in Austin (TX),Stray,Injured,Cat,Neutered Male,8 years,Domestic Shorthair,Orange Tabby/White,Noah,03/15/2020 11:11:00 AM,03/15/2020 11:11:00 AM,03/15/2012,Cat,Neutered Male,8 years,Domestic Shorthair,Orange Tabby/White,0.0
A815346,,03/14/2020 11:54:00 AM,03/14/2020 11:54:00 AM,1434 W Wells Branch Parkway in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/16/2020 10:26:00 AM,03/16/2020 10:26:00 AM,03/14/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815345,Clover,03/14/2020 11:22:00 AM,03/14/2020 11:22:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Shih Tzu,Black/White,Clover,03/17/2020 11:34:00 AM,03/17/2020 11:34:00 AM,03/14/2016,Dog,Intact Female,4 years,Shih Tzu,Black/White,0.0
A815338,Beast,03/14/2020 08:12:00 AM,03/14/2020 08:12:00 AM,Fm 1626 in Travis (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby,Beast,03/18/2020 03:11:00 PM,03/18/2020 03:11:00 PM,03/14/2017,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby,1.0
A815334,,03/14/2020 12:11:00 AM,03/14/2020 12:11:00 AM,1113 Banisiter Ln in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,03/15/2020 10:46:00 AM,03/15/2020 10:46:00 AM,03/13/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A815333,,03/13/2020 11:46:00 PM,03/13/2020 11:46:00 PM,17201 Cedar St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,03/15/2020 10:43:00 AM,03/15/2020 10:43:00 AM,03/13/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A815331,*Zhazha,03/14/2020 04:44:00 PM,03/14/2020 04:44:00 PM,518 Sunny Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White,*Zhazha,03/20/2020 11:18:00 AM,03/20/2020 11:18:00 AM,01/13/2020,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,0.0
A815330,*Ava,03/14/2020 04:44:00 PM,03/14/2020 04:44:00 PM,518 Sunny Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White,*Ava,03/20/2020 11:18:00 AM,03/20/2020 11:18:00 AM,01/13/2020,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,0.0
A815321,,03/13/2020 06:29:00 PM,03/13/2020 06:29:00 PM,707 Beaver Street in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Blue/White,,03/24/2020 01:37:00 PM,03/24/2020 01:37:00 PM,03/13/2019,Cat,Intact Male,1 year,Domestic Shorthair,Blue/White,0.0
A815318,,03/13/2020 05:48:00 PM,03/13/2020 05:48:00 PM,3300 Bee Cave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,03/16/2020 10:58:00 AM,03/16/2020 10:58:00 AM,03/13/2019,Other,Unknown,1 year,Bat,Brown,1.0
A815316,,03/13/2020 05:17:00 PM,03/13/2020 05:17:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever/Pit Bull,Black/White,,03/15/2020 05:22:00 PM,03/15/2020 05:22:00 PM,01/06/2020,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Black/White,0.0
A815315,,03/13/2020 05:17:00 PM,03/13/2020 05:17:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever/Pit Bull,Black/White,,03/15/2020 05:55:00 PM,03/15/2020 05:55:00 PM,01/06/2020,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Black/White,0.0
A815314,,03/13/2020 05:17:00 PM,03/13/2020 05:17:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever/Pit Bull,Black/White,,03/15/2020 04:16:00 PM,03/15/2020 04:16:00 PM,01/06/2020,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Black/White,0.0
A815313,,03/13/2020 05:17:00 PM,03/13/2020 05:17:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever/Pit Bull,Brown/White,,03/15/2020 06:13:00 PM,03/15/2020 06:13:00 PM,01/06/2020,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Brown/White,0.0
A815311,,03/13/2020 04:58:00 PM,03/13/2020 04:58:00 PM,6702 Galindo Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair/Dachshund,Red/White,,03/17/2020 05:12:00 PM,03/17/2020 05:12:00 PM,12/29/2019,Dog,Neutered Male,2 months,Chihuahua Shorthair/Dachshund,Red/White,0.0
A815310,,03/13/2020 04:58:00 PM,03/13/2020 04:58:00 PM,6702 Galindo Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Maltese,White/Brown,,03/17/2020 04:02:00 PM,03/17/2020 04:02:00 PM,12/29/2019,Dog,Neutered Male,2 months,Maltese,White/Brown,0.0
A815309,,03/13/2020 04:58:00 PM,03/13/2020 04:58:00 PM,6702 Galindo Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Maltese,White,,03/17/2020 04:02:00 PM,03/17/2020 04:02:00 PM,12/29/2019,Dog,Neutered Male,2 months,Maltese,White,0.0
A815308,,03/13/2020 04:48:00 PM,03/13/2020 04:48:00 PM,7205 Towering Oaks Drive in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Gray/Black,,03/15/2020 10:42:00 AM,03/15/2020 10:42:00 AM,03/13/2018,Other,Unknown,2 years,Raccoon,Gray/Black,1.0
A815302,,03/13/2020 03:55:00 PM,03/13/2020 03:55:00 PM,Wooten Park Drive And West Anderson Lane in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Blue Tabby,,03/17/2020 11:45:00 AM,03/17/2020 11:45:00 AM,03/13/2019,Cat,Unknown,1 year,Domestic Shorthair,Blue Tabby,0.0
A815301,,03/13/2020 03:54:00 PM,03/13/2020 03:54:00 PM,12710 Research Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat,Brown,,03/17/2020 08:52:00 AM,03/17/2020 08:52:00 AM,03/13/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815298,,03/13/2020 01:32:00 PM,03/13/2020 01:32:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby,,03/13/2020 07:25:00 PM,03/13/2020 07:25:00 PM,02/20/2020,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby,0.0
A815297,,03/13/2020 01:32:00 PM,03/13/2020 01:32:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby,,03/13/2020 07:25:00 PM,03/13/2020 07:25:00 PM,02/20/2020,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby,0.0
A815296,,03/13/2020 01:32:00 PM,03/13/2020 01:32:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,,03/13/2020 07:25:00 PM,03/13/2020 07:25:00 PM,02/20/2020,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,0.0
A815295,,03/13/2020 01:32:00 PM,03/13/2020 01:32:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,,03/13/2020 07:25:00 PM,03/13/2020 07:25:00 PM,02/20/2020,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,0.0
A815294,Red Cloud,03/13/2020 02:19:00 PM,03/13/2020 02:19:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,German Shorthair Pointer,Chocolate/White,Red Cloud,03/26/2020 04:52:00 PM,03/26/2020 04:52:00 PM,03/13/2015,Dog,Neutered Male,5 years,German Shorthair Pointer,Chocolate/White,0.0
A815293,Rosie,03/13/2020 02:19:00 PM,03/13/2020 02:19:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,German Shorthair Pointer,White/Liver,Rosie,03/19/2020 03:26:00 PM,03/19/2020 03:26:00 PM,03/13/2013,Dog,Spayed Female,7 years,German Shorthair Pointer,White/Liver,0.0
